presence_handle,published_at,report_generated_at,captured_at,caption,image,post_link,total_spend,post_type,reach_organic,reach_paid,engagement_total,engagement_total_organic,engagement_total_paid,engagement_rate_by_reach_organic,engagement_rate_by_reach_paid,engagement_rate_by_impression,engagement_rate_by_impression_organic,engagement_rate_by_impression_paid,post_reach_rate_by_follower_organic,post_reach_rate_by_follower_paid,likes,likes_organic,likes_paid,comments,comments_organic,comments_paid,saves,saves_organic,saves_paid,shares,shares_organic,shares_paid,impressions,impressions_organic,impressions_paid,followers,video_views,video_views_organic,video_views_paid,video_view_rate_by_impression,video_view_rate_by_impression_organic,video_view_rate_by_impression_paid,video_views_per_user_organic,video_views_per_user_paid,carousel_photoper_video_posts,carousel_photo_posts,carousel_video_posts,clicks_paid,follows_organic,profile_views_organic,profile_interactions_organic,profile_bio_link_clicks_organic,profile_other_interactions_organic,social_engagement_total,social_engagement_total_organic,social_engagement_total_paid,social_engagement_rate_by_reach_organic,social_engagement_rate_by_reach_paid,social_engagement_rate_by_impression,social_engagement_rate_by_impression_organic,social_engagement_rate_by_impression_paid,engagement_rate_by_follower,post_tag_ugc,post_tag_contests
@bmw_indonesia,2024-03-26 18:53:07,2024-04-03 11:10:07,2024-04-03 10:11:26,"Introducing The First-Ever 100% electric BMW i5, where driving dynamics harmonize with electrifying performance.  This advanced generation of the iconic business sedan marks a new era of electrification, showcasing elegance and modernity through its progressive design, intuitive technology, and sustainable materials. #THEi5 #AllElectricBusinessSedan #EverlastingJOY",https://d1cdkkfhgor70g.cloudfront.net/C4-fqWQv7qH?postNativeId=18038343913803063,https://www.instagram.com/p/C4-fqWQv7qH,0,Photo,15457,0,992,992,0,0.0641780423109271,0,0.05966558402502105,0.05966558402502105,0,0.046286203674867646,0,807,807,0,5,5,0,33,33,0,147,147,0,16626,16626,0,333944,,,0,,,0,,0,,,,0,17,286,3,3,0,812,812,0,0.0525328330206379,0,0.04883916756886804,0.04883916756886804,0,0.0029705579378578443,0,0
@bmw_indonesia,2024-03-25 17:07:24,2024-04-03 11:10:07,2024-04-03 10:11:26,"Envision our 8th generation iconic business sedan, now leading the way with 100% electric. Stay tuned. #EverlastingJOY",https://d1cdkkfhgor70g.cloudfront.net/C47uxLOSrke?postNativeId=18038641615794268,https://www.instagram.com/p/C47uxLOSrke,0,Photo,7252,0,373,373,0,0.051434087148372866,0,0.0471614616259957,0.0471614616259957,0,0.02171621589248497,0,338,338,0,5,5,0,6,6,0,24,24,0,7909,7909,0,333944,,,0,,,0,,0,,,,0,0,122,0,0,0,343,343,0,0.0472972972972973,0,0.04336831457832849,0.04336831457832849,0,0.0011169537407469516,0,0
@bmw_indonesia,2024-03-25 19:30:11,2024-04-03 11:10:07,2024-04-03 10:11:26,"A bold and elegant shape that elevates your electrifying journey. Stay tuned on 26 March. #EverlastingJOY",https://d1cdkkfhgor70g.cloudfront.net/C47_G1DqLJo?postNativeId=18044088652677550,https://www.instagram.com/p/C47_G1DqLJo,0,Photo,6823,0,360,360,0,0.05276271434852704,0,0.04808976756612343,0.04808976756612343,0,0.02043156936492346,0,343,343,0,1,1,0,8,8,0,8,8,0,7486,7486,0,333944,,,0,,,0,,0,,,,0,1,98,0,0,0,344,344,0,0.05041770482192584,0,0.04595244456318461,0.04595244456318461,0,0.0010780250580935725,0,0
@bmw_indonesia,2024-03-25 18:16:04,2024-04-03 11:10:07,2024-04-03 10:11:26,"As dawn breaks on a new era, the future is here with an innovation to lead the electrified way. Coming soon on 26 March 2024. #EverlastingJOY",https://d1cdkkfhgor70g.cloudfront.net/C472mmXoqbM?postNativeId=18050837062544766,https://www.instagram.com/p/C472mmXoqbM,0,Reel,34423,0,682,682,0,0.019812334776167097,0,0.019658144294238032,0.019658144294238032,0,0.10308015715209735,0,557,557,0,13,13,0,13,13,0,99,99,0,34693,34693,0,333944,34693,34693,0,1,1,0,1.0078435929465763,0,,,,0,,,,,,570,570,0,0.016558696220550215,0,0.01642982734269161,0.01642982734269161,0,0.002042258582277268,0,0
@bmw_indonesia,2024-03-05 18:30:31,2024-04-03 11:10:07,2024-04-03 10:11:26,"Beat the heat with THE iX1. Our battery stays cool and reliable even in the hot weather. Plus, enjoy peace of mind with an 8-year battery warranty for your #EverlastingJOY. #ElectrifyYourDreams",https://d1cdkkfhgor70g.cloudfront.net/C4IYYeSSGYj?postNativeId=18051540079585723,https://www.instagram.com/p/C4IYYeSSGYj,0,Photo,8993,0,281,281,0,0.03124652507505838,0,0.028449934190543688,0.028449934190543688,0,0.026980969610781586,0,249,249,0,1,1,0,13,13,0,18,18,0,9877,9877,0,333309,,,0,,,0,,0,,,,0,2,71,1,1,0,250,250,0,0.027799399532970087,0,0.025311329351017514,0.025311329351017514,0,0.000843061543492675,0,0
@bmw_indonesia,2024-03-22 19:32:52,2024-04-03 11:10:07,2024-04-03 10:11:26,"Make your dreams an electrified reality with The All-Electric iX1 eDrive20 M Sport. Bold and aerodynamic, powered by 204 HP, the iX1 sets a new standard for electric mobility with its zero-emissions functionality and versatility. To #ElectrifyYourDreams with THE iX1, visit our selected dealers during ‘Drive For Change Ramadan On Tour’ until 23 March. For more information, contact your preferred authorized BMW dealer. #EverlastingJOY",https://d1cdkkfhgor70g.cloudfront.net/C40QmrAymVl?postNativeId=18064474534463313,https://www.instagram.com/p/C40QmrAymVl,0,Reel,7537,0,341,341,0,0.04524346556985538,0,0.04638824649707523,0.04638824649707523,0,0.022589133718560434,0,292,292,0,4,4,0,10,10,0,35,35,0,7351,7351,0,333656,7351,7351,0,1,1,0,0.9753217460528062,0,,,,0,,,,,,296,296,0,0.039272920260050415,0,0.040266630390423074,0.040266630390423074,0,0.0010220106936485482,0,0
@bmw_indonesia,2024-03-06 18:20:54,2024-04-03 11:10:07,2024-04-03 10:11:26,"Endure the latest version of Indonesia’s no. 1 premium EV, THE iX xDrive50 Sport, boasting increased power, acceleration, and electric range.  Enjoy sustainable driving with advanced smart technology for #EverlastingJOY on wheels. Connect with your nearest authorized BMW dealer or tap the link in our bio, to know more about THE iX.",https://d1cdkkfhgor70g.cloudfront.net/C4K79DPS1kq?postNativeId=18243805243222610,https://www.instagram.com/p/C4K79DPS1kq,0,Reel,5854,0,252,252,0,0.04304748889648104,0,0.04078329826832821,0.04078329826832821,0,0.01756328211959473,0,225,225,0,2,2,0,7,7,0,18,18,0,6179,6179,0,333309,6179,6179,0,1,1,0,1.0555175948069695,0,,,,0,,,,,,227,227,0,0.038776904680560303,0,0.03673733613853374,0.03673733613853374,0,0.0007560551920290182,0,0
@bmw_indonesia,2024-03-07 17:26:18,2024-04-03 11:10:07,2024-04-03 10:11:26,"As the sun rises, finalists from BMW Indonesia step onto the course with determination, grace, and JOY. With every swing, they strive for excellence, ready to overcome challenges and make their mark on BMW golf history. Stay tuned for the 2023 BMW Golf Cup World Final, taking place from 4-9 March in South Africa. Best of luck to all the finalists for an amazing tournament. #EverlastingJOY",https://d1cdkkfhgor70g.cloudfront.net/C4Nan47SyTV?postNativeId=18312842848125637,https://www.instagram.com/p/C4Nan47SyTV,0,Carousel,4127,0,205,205,0,0.04967288587351587,0,0.04030672434132914,0.04030672434132914,0,0.012381903878983165,0,202,202,0,0,0,0,3,3,0,,,0,5086,5086,0,333309,,,0,,,0,,0,4,4,0,0,,,,,,202,202,0,0.04894596559244003,0,0.0397168698387731,0.0397168698387731,0,0.0006150448982775743,0,0
@bmw_indonesia,2024-03-27 19:28:00,2024-04-03 11:10:07,2024-04-03 10:11:26,"Experience the world’s best-selling business sedan in 100% electric, The First-Ever BMW i5 eDrive40 M Sport. Connect with your preferred authorized BMW dealer or visit bmw.co.id, to discover more about THE i5. #THEi5 #AllElectricBusinessSedan #EverlastingJOY",https://d1cdkkfhgor70g.cloudfront.net/C5BIcr9SZCU?postNativeId=17927795735844193,https://www.instagram.com/p/C5BIcr9SZCU,0,Carousel,11809,0,966,966,0,0.08180201541197392,0,0.06716729244889445,0.06716729244889445,0,0.03536126341131836,0,859,859,0,4,4,0,44,44,0,,,0,14382,14382,0,333953,,,0,,,0,,0,7,7,0,0,,,,,,863,863,0,0.07307985434837835,0,0.06000556250869142,0.06000556250869142,0,0.002892622614559534,0,0
@bmw_indonesia,2024-03-31 09:50:58,2024-04-03 11:10:07,2024-04-03 10:11:26,"As the echoes of triumph resound, embrace the #EverlastingJOY found in victory. Wishing you a Happy Easter, a celebration of hope, love, and renewal.",https://d1cdkkfhgor70g.cloudfront.net/C5KZe-NS9_G?postNativeId=18020121107476886,https://www.instagram.com/p/C5KZe-NS9_G,0,Reel,4514,0,345,345,0,0.07642888790429773,0,0.0715470759021153,0.0715470759021153,0,0.013512744907275748,0,317,317,0,4,4,0,7,7,0,17,17,0,4822,4822,0,334055,4822,4822,0,1,1,0,1.0682321665928223,0,,,,0,,,,,,321,321,0,0.07111209570225964,0,0.0665698880132725,0.0665698880132725,0,0.0010327640657975482,0,0
